epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,11764.9,1.47061,3.16008,1.08166,0.48372,0.37553,0.38283,0.22525,1.43528,3.30124,1.07923,0.0031195,0.0031195,0.0031195
141,11849.9,1.46069,3.12501,1.07758,0.48501,0.3773,0.38294,0.22531,1.43476,3.30025,1.07885,0.00307,0.00307,0.00307
142,11929.2,1.46044,3.13684,1.08022,0.48346,0.37721,0.38325,0.22557,1.43459,3.29941,1.07878,0.0030205,0.0030205,0.0030205
143,12011.6,1.46297,3.14525,1.07785,0.48703,0.37483,0.38317,0.22567,1.43468,3.30026,1.07868,0.002971,0.002971,0.002971
144,12097.8,1.45455,3.11259,1.07768,0.48653,0.37485,0.383,0.22564,1.43434,3.30072,1.07862,0.0029215,0.0029215,0.0029215
145,12178.9,1.45525,3.10327,1.07793,0.48634,0.37338,0.38281,0.22566,1.43454,3.29984,1.07859,0.002872,0.002872,0.002872
146,12268,1.4569,3.11629,1.07704,0.48665,0.37365,0.38282,0.22563,1.43432,3.29982,1.07847,0.0028225,0.0028225,0.0028225
147,12354.6,1.45245,3.10183,1.07494,0.48771,0.373,0.38302,0.22588,1.4342,3.29904,1.07841,0.002773,0.002773,0.002773
148,12441,1.45694,3.10616,1.07668,0.48861,0.37185,0.38282,0.22576,1.43429,3.29865,1.07834,0.0027235,0.0027235,0.0027235
149,12529.3,1.44682,3.09808,1.07557,0.4845,0.37418,0.3825,0.22557,1.43371,3.29815,1.0782,0.002674,0.002674,0.002674
150,12618.2,1.44953,3.08522,1.07307,0.48311,0.37513,0.38228,0.22553,1.43359,3.29817,1.07796,0.0026245,0.0026245,0.0026245
151,12704.5,1.44774,3.08162,1.07434,0.48276,0.37492,0.38237,0.22544,1.43365,3.29812,1.0779,0.002575,0.002575,0.002575
152,12789.7,1.45285,3.08975,1.07489,0.48223,0.37495,0.38247,0.22541,1.43321,3.29739,1.07776,0.0025255,0.0025255,0.0025255
153,12870.8,1.44746,3.07781,1.07603,0.48269,0.37531,0.38217,0.22531,1.43304,3.29772,1.07768,0.002476,0.002476,0.002476
154,12955.4,1.45049,3.07159,1.07588,0.48251,0.37586,0.38191,0.22523,1.43266,3.29726,1.07759,0.0024265,0.0024265,0.0024265
155,13038.2,1.44239,3.06021,1.07419,0.48244,0.37635,0.38248,0.22521,1.43243,3.29608,1.07736,0.002377,0.002377,0.002377
156,13125.1,1.44574,3.04957,1.07186,0.48125,0.376,0.38248,0.22531,1.43242,3.29648,1.07737,0.0023275,0.0023275,0.0023275
157,13206.2,1.4479,3.07082,1.07304,0.47963,0.37711,0.38248,0.22525,1.43217,3.29623,1.07723,0.002278,0.002278,0.002278
158,13289.1,1.44931,3.05721,1.07414,0.47679,0.37756,0.3822,0.22527,1.432,3.29664,1.07713,0.0022285,0.0022285,0.0022285
159,13367.9,1.44355,3.05929,1.07256,0.47721,0.3772,0.3824,0.22539,1.43207,3.29752,1.0772,0.002179,0.002179,0.002179
